-1.4889 1.09408 -5.89588 -0.401049 0.483499 0.778067
-1.13932 0.935522 -5.62824 -0.104179 0.994519 0.00882602
1.09404 0.738447 -4.53106 0.26147 0.951472 0.162278
-1.26433 0.278026 -5.4722 -0.484475 -0.146061 0.862526
-1.55242 -0.132491 -5.84788 -0.108918 -0.0828505 0.990592
-1.51218 -0.18739 -5.84725 -0.14673 -0.125988 0.98112
-1.85213 -0.532959 -5.65752 -0.302008 0.558096 0.772865
0.293132 -0.218916 -4.61308 -0.0825564 -0.00659272 0.996565
0.895004 -1.2123 -4.02492 0.00894491 0.846852 0.531753
-0.0146579 -1.00935 -4.60085 -0.0665669 0.81099 0.581261
0.713014 -1.31943 -3.80594 0.0132459 0.941136 0.337769
0.0912043 1.51508 -5.06884 -0.000526163 0.993765 0.111496
0.0993179 1.42352 -5.02601 0.320133 0.943656 -0.0838367
0.684799 -0.0545285 -4.19282 -0.0070262 0.597813 0.801605
-1.78248 0.851829 -5.8902 -0.572139 0.461188 0.678205
-0.872425 0.115185 -5.24536 -0.524092 -0.626791 0.576594
-1.15975 0.109602 -5.44714 -0.558568 -0.145567 0.816585
1.36203 -1.38883 -3.64542 -0.00306861 0.860381 0.509643
1.11979 -1.27727 -3.89339 0.00511808 0.895735 0.44456
-2.0112 0.419228 -5.94718 0.711475 -0.377414 -0.592758
-1.44655 0.487362 -8.40095 -0.482789 0.874641 -0.043795
0.907698 -1.47904 -3.29647 -0.00527027 0.847104 0.531402
0.640547 -1.33443 -3.61227 0.0183468 0.939104 0.343144
0.465669 -1.32336 -3.65725 0.0147418 0.940078 0.34064
0.261172 -1.24743 -4.08401 0.000264217 0.906589 0.422014
-0.435926 -1.02678 -4.59736 -0.0908554 0.898792 0.428858
-1.51714 -0.620722 -5.4707 -0.277518 0.631378 0.724117
-1.57106 -0.607631 -5.50251 -0.236935 0.681946 0.691962
-0.695753 -1.19816 -4.14679 -0.0465341 0.827377 0.559716
-2.24934 -0.212354 -6.392 -0.159083 0.956273 0.245429
-1.10977 1.01642 -5.65255 -0.203605 0.978981 -0.0118851
-1.8212 0.4482 -5.81623 -0.519868 0.374837 0.767616
-1.33151 0.279304 -5.51438 -0.540768 -0.174499 0.822873
-0.901036 0.250231 -5.21143 -0.55165 -0.404199 0.729593
-0.894737 0.12486 -5.2635 -0.531779 -0.430152 0.729507
-1.5168 -0.0890313 -5.80468 -0.0833604 -0.116918 0.989637
-1.21639 -0.106916 -5.64918 -0.546565 0.0364054 0.836625
0.301939 -0.387427 -4.64264 -0.0224473 -0.000858527 0.999748
0.995774 -0.373109 -4.17863 -0.438975 -0.192322 0.877675
0.807874 -0.534481 -4.36206 -0.56821 -0.274285 0.775825
-0.541635 -0.661158 -5.33643 0.0580454 0.814699 0.576972
0.622488 -1.2804 -3.86391 0.0138456 0.957589 0.287804
-1.41363 1.00318 -5.81977 -0.457545 0.504739 0.732046
-1.90735 0.464245 -5.86977 -0.609752 0.372496 0.699606
-2.01472 0.321393 -6.01722 -0.410449 0.199727 0.889742
-1.73079 0.267305 -5.89559 -0.0754927 0.0942219 0.992685
-1.83288 0.172635 -6.01072 -0.0533286 0.0668998 0.996334
-1.17618 0.0367353 -5.58061 -0.614043 -0.0048071 0.789258
0.139957 -0.175823 -4.67159 -0.102363 -0.0192291 0.994561
-1.22892 -0.0647634 -5.62415 -0.540399 -0.0214626 0.841135
0.856755 -0.548027 -4.35341 -0.573051 -0.265649 0.77527
-1.99991 -0.210606 -6.21358 -0.313325 -0.108759 0.943398
-2.14651 -0.206087 -6.31923 -0.531295 0.785662 0.316957
-0.378751 -0.42568 -5.12839 0.0219714 -0.100714 0.994673
-1.44987 -0.328803 -5.85816 -0.259084 0.0243402 0.965548
-0.934762 -0.484919 -5.53544 -0.16085 -0.0374293 0.986269
-1.43622 1.00903 -5.83723 -0.457545 0.504739 0.732046
-1.94716 0.474285 -5.89868 0.737963 -0.421002 -0.527416
0.374654 -0.327275 -4.58155 -0.007844 -0.113837 0.993468
0.29363 -0.673017 -4.77454 -0.203909 0.220159 0.953914
-2.05237 0.00894829 -6.16176 -0.657881 0.0264699 0.752657
-0.963473 -0.764631 -5.13498 -0.110261 0.880543 0.460962
-1.70784 1.51558 -6.24952 0.869604 -0.269097 -0.413976
-0.0934386 1.07183 -5.24338 -0.337488 0.916147 0.21628
-1.5184 1.02419 -5.86117 -0.40995 0.459922 0.787663
0.784481 0.669019 -4.64253 0.235742 0.954951 0.18026
-0.973353 0.715619 -5.41389 -0.590994 0.791177 0.15737
-0.349621 0.538184 -5.02563 0.169666 0.984406 0.0464692
-0.256725 0.519855 -4.97284 0.200108 0.97798 0.0592639
-0.355471 0.506877 -5.00943 0.164829 0.984368 0.0620653
0.730735 0.400854 -4.4913 -0.22703 0.406754 0.884878
-0.107047 0.436644 -4.87683 -0.358577 0.451747 0.816913
-1.34843 0.450174 -5.44908 -0.342462 -0.0520977 0.938086
0.710369 0.369238 -4.48523 -0.198336 0.420416 0.885389
-1.13715 0.392774 -5.33028 0.772107 -0.635426 -0.00919935
-1.03787 0.3676 -5.26156 -0.482384 0.872158 0.0815258
-0.855013 0.321093 -5.15242 0.566675 0.812874 0.134591
-0.968972 0.307987 -5.23442 0.30972 0.938895 0.150166
-1.29388 0.322006 -5.45661 -0.511982 -0.0998301 0.853175
-1.12805 0.284322 -5.36586 -0.489186 -0.0685697 0.86948
-0.860506 0.27123 -5.16336 0.449176 0.882299 0.140674
-1.41394 0.301963 -5.6836 -0.535437 -0.222405 0.814766
-1.88808 0.309102 -6.01353 -0.0832533 0.0284498 0.996122
-0.696153 0.213483 -5.07146 -0.529391 -0.491326 0.691625
-1.01517 0.219614 -5.31114 -0.54999 -0.324406 0.769592
-1.83786 0.218367 -5.97371 -0.115171 0.0869249 0.989535
-0.678168 0.17845 -5.07538 -0.481747 -0.359902 0.798993
-0.8028 0.167821 -5.17121 -0.556526 -0.592379 0.582551
-0.982449 0.160539 -5.3045 -0.545309 -0.341384 0.765568
-1.47143 0.15939 -5.6622 -0.300125 -0.00826393 0.953864
-0.901327 0.150824 -5.25425 -0.534229 -0.427241 0.729428
-0.519041 0.129537 -4.98125 -0.500235 -0.142207 0.854133
-0.846964 0.131405 -5.22141 -0.549261 -0.607887 0.573398
-0.18162 0.0880369 -4.77 -0.502039 -0.000741982 0.864845
-0.534578 0.0902787 -5.01679 -0.518644 -0.169768 0.837966
-1.84156 0.0904871 -6.0332 -0.308705 0.0119669 0.951082
-0.134641 0.0538861 -4.7527 -0.524919 0.0047367 0.851139
-2.07609 0.0485988 -6.173 -0.672801 -0.0154751 0.739662
-1.81693 0.0416879 -6.05396 -0.328505 0.0760065 0.941439
-1.84609 -0.0356963 -6.09061 -0.36292 -0.09985 0.926455
0.66142 -0.0429768 -4.20664 -0.0070262 0.597813 0.801605
-1.75641 -0.0581408 -6.00774 -0.21804 0.220482 0.950708
-0.709101 -0.120018 -5.28929 0.715984 0.345899 -0.606401
-0.162482 -0.132878 -4.84564 -0.13467 -0.100551 0.985776
-0.609391 -0.143894 -5.2233 0.125406 0.704453 -0.698584
0.656255 -0.177672 -4.32422 0.000435267 0.623735 0.781636
-1.933 -0.26261 -6.17539 -0.338992 -0.0618756 0.938752
-0.768112 -0.235698 -5.39252 -0.524378 -0.340421 0.780475
0.720593 -0.197692 -4.297 0.0472717 0.0654326 0.996737
-0.122839 -0.228963 -4.92277 -0.0603956 -0.0194512 0.997985
-1.49671 -0.297433 -5.87896 -0.172573 0.0475953 0.983846
-0.611689 -0.274578 -5.28078 -0.101017 -0.637273 0.763988
-0.76922 -0.317066 -5.43249 -0.526444 -0.30548 0.793435
-1.0824 -0.328557 -5.59509 -0.273016 -0.120693 0.954409
-0.709163 -0.333492 -5.38923 -0.558611 -0.291155 0.776648
-0.340005 -0.366088 -5.06022 -0.119111 0.255143 0.959539
-1.08421 -0.448952 -5.64459 -0.368441 -0.147285 0.91791
-1.19114 -0.459246 -5.74228 -0.511566 -0.0772587 0.855764
-0.906182 -0.503089 -5.52609 -0.114021 0.0472818 0.992353
1.04802 -0.385442 -4.15975 -0.321759 0.0183908 0.946643
0.590791 -0.450094 -4.54747 -0.28047 -0.135595 0.950237
-0.124049 -0.509589 -5.04897 0.0565579 -0.00431188 0.99839
-0.823579 -0.562243 -5.49821 -0.211509 0.408816 0.887769
-0.371764 -0.544197 -5.16692 0.0570776 -0.0982553 0.993523
0.970681 -0.511482 -4.25465 -0.502873 -0.295268 0.812364
0.102289 -0.619118 -4.86151 -0.205749 0.168345 0.964016
-0.466207 -0.670903 -5.27266 0.0640504 0.343078 0.937121
-1.81997 -0.686387 -5.27052 -0.194702 0.496925 0.845669
1.20136 -0.58213 -4.1682 0.208858 -0.409351 0.88815
-0.202022 -0.705151 -5.11551 0.052515 0.819267 0.571002
0.587868 -0.689978 -4.6481 -0.178601 0.123859 0.976095
-0.00789702 -0.756967 -5.0348 0.0452357 0.613842 0.788132
0.051238 -0.767511 -4.95132 0.0216673 0.824731 0.565109
-1.0254 -0.788379 -4.9759 -0.0889528 0.812564 0.576045
0.422086 -0.87135 -4.74021 -0.0938488 0.378358 0.920889
0.578741 -0.914346 -4.6959 -0.207661 0.361517 0.908946
1.04294 -1.01156 -4.38153 -0.0615926 0.895943 0.439878
1.19393 -1.0494 -4.34728 -0.041172 0.85069 0.524053
0.00364241 1.04533 -5.18138 0.280466 0.95963 -0.0211852
-0.0279571 1.04139 -5.21043 -0.429681 0.872161 0.233898
-1.20092 1.11453 -6.23682 0.26773 0.960939 0.0701137
-1.20996 0.954149 -5.64668 -0.0902616 0.995917 0.00107601
-1.24627 0.967288 -5.70915 -0.478107 0.530462 0.700017
-1.36532 0.993286 -5.78663 -0.489361 0.503868 0.711788
-1.7869 0.892131 -5.91728 -0.583083 0.435341 0.685924
-1.83127 0.866705 -5.91983 0.728333 -0.343795 -0.592736
-0.275073 0.51872 -4.98607 0.191983 0.979474 0.0614286
-0.214219 0.498915 -4.94956 -0.41506 0.892885 0.174589
-0.0954383 0.468374 -4.88391 -0.378943 0.90227 0.205696
-0.0773017 0.453817 -4.84867 -0.358577 0.451747 0.816913
-2.17436 0.690307 -5.88287 0.777316 -0.416844 -0.471191
-1.99237 0.565955 -5.88726 0.840936 -0.2245 -0.492368
-1.61779 0.476778 -5.63681 -0.465714 0.0545992 0.883249
-1.72513 0.459437 -5.72906 -0.364402 0.210166 0.907216
-1.84466 0.483541 -5.80808 -0.557409 0.403108 0.72581
-1.78834 0.406909 -5.79314 -0.226558 0.17307 0.958498
-1.08737 0.279444 -5.3274 -0.553335 -0.178521 0.813603
-0.473517 0.0991728 -4.96623 -0.492359 -0.164341 0.854736
-1.79094 0.284059 -5.93656 -0.0777795 0.0541945 0.995497
-2.04219 0.278749 -6.03848 -0.369153 0.17012 0.913666
-1.73731 0.193774 -5.91653 -0.0397624 0.105767 0.993596
0.739121 -0.171711 -4.26235 0.0472717 0.0654326 0.996737
-0.776692 0.0229338 -5.26751 0.656178 0.437431 -0.614886
-0.699056 0.00615065 -5.24376 0.724543 0.373708 -0.579119
-1.7942 0.163244 -5.98913 -0.0473964 0.0758796 0.99599
-0.596947 -0.0205201 -5.18325 0.1467 0.771323 -0.619306
-1.73791 0.149606 -5.9367 -0.103633 0.0867348 0.990827
-2.05884 0.18762 -6.10274 -0.708052 0.111516 0.6973
-1.22281 0.0505528 -5.58694 -0.594055 -0.188848 0.781943
-0.77691 -0.0584544 -5.3022 0.64908 0.372785 -0.663119
-0.686574 -0.0863166 -5.26138 0.719677 0.313325 -0.619591
-0.703099 -0.0792604 -5.27889 0.715984 0.345899 -0.606401
-1.7433 0.020134 -5.99412 -0.184104 0.162195 0.969432
-2.19803 0.0736056 -6.2547 -0.476029 -0.0512724 0.877934
-1.54311 -0.0319296 -5.79344 -0.0982606 -0.0737255 0.992426
0.00810661 -0.262365 -4.87547 -0.34012 -0.0880518 0.936251
-1.49097 -0.058717 -5.76931 -0.17307 -0.20867 0.962551
-1.29991 -0.0881831 -5.70624 -0.492122 -0.110767 0.863451
-1.9049 -0.0230636 -6.14596 -0.357553 -0.090141 0.929532
-0.777719 -0.188795 -5.35987 -0.499177 -0.363011 0.786795
-0.399282 -0.244788 -5.05538 -0.0867684 -0.071074 0.99369
